StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Screen 1,Screen 2,End Coordinate,Start Coordinate,Q6,1_Q10,2_Q10,3_Q10,4_Q10,5_Q10,6_Q10,7_Q10,8_Q10,9_Q10,10_Q10,11_Q10,12_Q10,13_Q10,14_Q10,15_Q10,16_Q10,17_Q10,18_Q10,19_Q10,20_Q10,21_Q10,22_Q10,23_Q10,24_Q10,25_Q10,26_Q10,27_Q10,28_Q10,29_Q10,30_Q10,participantId,assignmentId,projectId
2023-02-17 21:44:54,2023-02-17 21:50:51,IP Address,154.47.26.243,100,356,True,2023-02-17 21:50:51,R_yt3WWa68wGkTrMJ,,,,,40.7425,-73.9877,anonymous,EN,Yes,40,D 18,F 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A5ADA13E79A4016BD4F98CDEFEDF092,8413aee9-7e10-4c73-800a-ee9a1d9fa923,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 21:44:00,2023-02-17 21:51:58,IP Address,24.250.188.214,100,478,True,2023-02-17 21:51:59,R_3OpRukRWwDJiLlq,,,,,29.6467,-82.3284,anonymous,EN,Yes,40,D18,F5,V5 (6c),V10 (7c+),V10 (7c+),V7 (7a+),V10 (7c+),V9 (7c),V10 (7c+),V7 (7a+),V9 (7c),V7 (7a+),V10 (7c+),V12 (8a+),V10 (7c+),V8 (7b/7b+),V9 (7c),V7 (7a+),V6 (6c+/7a),V8 (7b/7b+),V6 (6c+/7a),V8 (7b/7b+),V6 (6c+/7a),V10 (7c+),V10 (7c+),V4 (6b/6b+),V10 (7c+),V6 (6c+/7a),V9 (7c),V6 (6c+/7a),V6 (6c+/7a),V10 (7c+),V9 (7c),18E2D5E0F3D1428AA4AE400DFBC1AE42,1f0959e3-7012-45b2-a3be-6daf6790cba4,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 21:52:05,2023-02-17 21:52:21,IP Address,72.107.19.9,100,15,True,2023-02-17 21:52:21,R_dj0lHdWu2mw8ZW1,,,,,36.1788,-115.1715,anonymous,EN,No,Idk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B90852AA45B64AABBC3210A18C6535F1,28dbb9d2-7115-49ef-8f28-de0f3c7c6301,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 21:52:48,2023-02-17 21:54:48,IP Address,154.47.26.243,100,119,True,2023-02-17 21:54:48,R_3eakA4FmHbrJFp2,,,,,40.7425,-73.9877,anonymous,EN,Yes,40,E18,F5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A5ADA13E79A4016BD4F98CDEFEDF092,8413aee9-7e10-4c73-800a-ee9a1d9fa923,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 21:47:41,2023-02-17 22:06:37,IP Address,50.74.8.214,100,1135,True,2023-02-17 22:06:38,R_27PznGMhadrAkHK,,,,,40.6537,-73.999,anonymous,EN,Not sure,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8EAC294368384EBF954A76B4E12EFE7D,79fd268e-284f-4789-b27f-b41c08c74886,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 22:18:16,2023-02-17 22:19:24,IP Address,102.89.44.174,100,67,True,2023-02-17 22:19:24,R_pMopKpIFnOIDHSV,,,,,6.4474,3.3903,anonymous,EN,Yes,shoulder balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ED23931BD834A7F84804DE3C1BB7CDC,5894d395-5030-4c71-a7c3-d92d450abe7d,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 21:57:03,2023-02-17 22:20:02,IP Address,154.47.26.243,100,1379,True,2023-02-17 22:20:03,R_1LcFUDTLKszKMi9,,,,,40.7425,-73.9877,anonymous,EN,Yes,40,D18,F5,V11 (8a),V5 (6c),V11 (8a),V12 (8a+),V6 (6c+/7a),V9 (7c),V5 (6c),V8 (7b/7b+),V9 (7c),V6 (6c+/7a),V10 (7c+),V12 (8a+),V13 (8b+),V5 (6c),V11 (8a),V6 (6c+/7a),V10 (7c+),V11 (8a),V9 (7c),V12 (8a+),V12 (8a+),V12 (8a+),V12 (8a+),V7 (7a+),V9 (7c),V5 (6c),V13 (8b+),V6 (6c+/7a),V5 (6c),V13 (8b+),V10 (7c+),3A5ADA13E79A4016BD4F98CDEFEDF092,8413aee9-7e10-4c73-800a-ee9a1d9fa923,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 22:19:40,2023-02-17 22:20:17,IP Address,102.89.44.174,100,37,True,2023-02-17 22:20:17,R_3ffK0wkkkpiCaQM,,,,,6.4474,3.3903,anonymous,EN,No,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ED23931BD834A7F84804DE3C1BB7CDC,5894d395-5030-4c71-a7c3-d92d450abe7d,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 22:20:25,2023-02-17 22:20:37,IP Address,102.89.44.174,100,12,True,2023-02-17 22:20:38,R_31gus4j4t8hz804,,,,,6.4474,3.3903,anonymous,EN,No,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ED23931BD834A7F84804DE3C1BB7CDC,5894d395-5030-4c71-a7c3-d92d450abe7d,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 22:20:44,2023-02-17 22:21:19,IP Address,102.89.44.174,100,35,True,2023-02-17 22:21:19,R_W378aJ9n8TAYRfb,,,,,6.4474,3.3903,anonymous,EN,Yes,6b+/v8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ED23931BD834A7F84804DE3C1BB7CDC,5894d395-5030-4c71-a7c3-d92d450abe7d,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 22:26:19,2023-02-17 22:26:49,IP Address,68.202.172.246,100,29,True,2023-02-17 22:26:49,R_3sjHIc1HbQBoEJI,,,,,29.1907,-82.1422,anonymous,EN,No,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6CD36AE80CAC411BAC6609488CAB2F25,eb521dba-09ca-490f-941d-80ea7483f7d7,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 22:20:02,2023-02-17 22:29:27,IP Address,68.111.80.179,100,564,True,2023-02-17 22:29:28,R_3EoG1tXWMa8OC0B,,,,,33.6128,-117.6622,anonymous,EN,Yes,40,D18,F5,V8 (7b/7b+),V9 (7c),V8 (7b/7b+),V11 (8a),V10 (7c+),V7 (7a+),V8 (7b/7b+),V10 (7c+),V12 (8a+),V9 (7c),V11 (8a),V9 (7c),V11 (8a),V7 (7a+),V8 (7b/7b+),V7 (7a+),V8 (7b/7b+),V7 (7a+),V7 (7a+),V9 (7c),V11 (8a),V7 (7a+),V9 (7c),V8 (7b/7b+),V10 (7c+),V11 (8a),V8 (7b/7b+),V10 (7c+),V11 (8a),V8 (7b/7b+),V6 (6c+/7a),9D63CB432BEA4C6996A193C19497FAFD,27ccd034-6f8f-4706-98f0-458eebb39f59,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 22:42:34,2023-02-17 22:43:39,IP Address,172.58.171.231,100,64,True,2023-02-17 22:43:40,R_3PipXVuDwhY7nhr,,,,,28.4932,-81.2878,anonymous,EN,No,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533CF27088DD4F55B6102698E638C6A4,904586fc-f607-4b5f-bb62-bd4f3b276820,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 22:51:33,2023-02-17 23:04:35,IP Address,174.48.233.139,100,782,True,2023-02-17 23:04:36,R_11baPqH6rsk29EN,,,,,26.1481,-80.2088,anonymous,EN,Yes,40,D18,F5,V4 (6b/6b+),V13 (8b+),V12 (8a+),V11 (8a),V13 (8b+),V11 (8a),V13 (8b+),V9 (7c),V9 (7c),V13 (8b+),V13 (8b+),V12 (8a+),V9 (7c),V7 (7a+),V12 (8a+),V4 (6b/6b+),V11 (8a),V12 (8a+),V6 (6c+/7a),V12 (8a+),V11 (8a),V12 (8a+),V11 (8a),V10 (7c+),V13 (8b+),V11 (8a),V5 (6c),V4 (6b/6b+),V8 (7b/7b+),V12 (8a+),V5 (6c),D520D390FFEA4A43965640E215762D92,e8a4a4aa-4608-48fe-b3d9-17d5e4b4f14d,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 23:20:23,2023-02-17 23:32:49,IP Address,69.181.240.213,100,745,True,2023-02-17 23:32:50,R_272Vt7UX8dKm4eq,,,,,37.1835,-121.7714,anonymous,EN,Yes,40,D18,F5,V9 (7c),V6 (6c+/7a),V8 (7b/7b+),V8 (7b/7b+),V10 (7c+),V7 (7a+),V8 (7b/7b+),V9 (7c),V8 (7b/7b+),V6 (6c+/7a),V9 (7c),V9 (7c),V5 (6c),V8 (7b/7b+),V7 (7a+),V8 (7b/7b+),V8 (7b/7b+),V6 (6c+/7a),V7 (7a+),V7 (7a+),V8 (7b/7b+),V10 (7c+),V8 (7b/7b+),V6 (6c+/7a),V7 (7a+),V9 (7c),V9 (7c),V8 (7b/7b+),V10 (7c+),V7 (7a+),V8 (7b/7b+),B98C5880B2F24E41839CAABAD7DDA18E,586e0371-5c3f-4f50-817d-c2a7ad3350db,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 23:55:49,2023-02-17 23:57:13,IP Address,66.248.217.62,100,83,True,2023-02-17 23:57:13,R_1duB18UsaYfNas4,,,,,34.5673,-80.9163,anonymous,EN,Not sure,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3301039036904C3FB2553BA58BD293EC,10f05cb4-5d31-4ae9-a0e3-f9df963399b7,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-18 12:45:20,2023-02-18 12:46:45,IP Address,107.15.199.240,100,84,True,2023-02-18 12:46:45,R_Z29N6R54ZHLSDbr,,,,,35.7299,-78.7748,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1773DE47608B46118884489D6B6AEEAB,9aaea944-c467-45e7-b65f-8f2af7afa695,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 12:44:50,2023-02-18 12:46:47,IP Address,174.231.21.169,100,116,True,2023-02-18 12:46:47,R_2tbCxizMTM5gpok,,,,,33.508,-112.0995,anonymous,EN,Yes,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C174D158B0B84D5496CCE91C0BAB60A6,f7eeb517-ca15-4ec0-8cb8-bfe002efbc0a,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 12:45:40,2023-02-18 12:47:04,IP Address,73.215.136.102,100,84,True,2023-02-18 12:47:05,R_BtWRoK3PDZBEuul,,,,,39.7354,-74.9838,anonymous,EN,Not sure,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6BA91C5EB47742C19E5E106C9FD7EE4A,0e36e863-e5b6-48cb-991c-7e8b7d732f3d,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 12:47:18,2023-02-18 12:47:25,IP Address,73.215.136.102,100,6,True,2023-02-18 12:47:25,R_2xVNK5Er4CXO5ND,,,,,39.7354,-74.9838,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6BA91C5EB47742C19E5E106C9FD7EE4A,0e36e863-e5b6-48cb-991c-7e8b7d732f3d,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 12:46:53,2023-02-18 12:47:28,IP Address,50.82.121.32,100,34,True,2023-02-18 12:47:28,R_3Oqqj3PIHLt7nfw,,,,,41.5356,-90.616,anonymous,EN,No,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64B42A154B824BC7B1595B7632607FA8,14f31562-3903-43c1-81b5-f2af32f65bb9,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 12:51:37,2023-02-18 12:52:22,IP Address,24.192.184.149,100,44,True,2023-02-18 12:52:22,R_6A9K3EYZO6Ks3pD,,,,,42.6206,-82.9608,anonymous,EN,No,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6B6F69C63B104A08B2358896C7C4CE2B,ffdd114d-9dc3-496b-b278-eaa6152c1523,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 12:47:40,2023-02-18 12:52:27,IP Address,174.231.21.169,100,286,True,2023-02-18 12:52:27,R_292cGYo9J37dJCN,,,,,33.508,-112.0995,anonymous,EN,Yes,40,A5,D6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C174D158B0B84D5496CCE91C0BAB60A6,f7eeb517-ca15-4ec0-8cb8-bfe002efbc0a,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 13:06:12,2023-02-18 13:06:41,IP Address,75.129.50.205,100,29,True,2023-02-18 13:06:42,R_1kRF8HXqqEimUNP,,,,,43.9536,-90.8101,anonymous,EN,Yes,"25 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F44B2888970D4771AB45460C63A5274D,cc90c67a-0296-4844-92c2-127889137edc,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 13:06:42,2023-02-18 13:06:55,IP Address,24.251.223.35,100,13,True,2023-02-18 13:06:55,R_1ptb5OGDJaBb9Ax,,,,,33.3908,-111.9184,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F424A4FF2FCE4DE8BE13B8D498A59AF4,fab08ff2-9a6d-4602-b621-f52312beee9e,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 13:06:57,2023-02-18 13:08:57,IP Address,71.78.42.155,100,119,True,2023-02-18 13:08:58,R_0BWQumm18ZGEUi5,,,,,33.1909,-96.6198,anonymous,EN,Yes,40,d18,G5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F304D3C76F3444D89A43F6DBC7B81959,5d52bfaa-7d89-4246-b1b3-6675ca85be51,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 13:12:07,2023-02-18 13:13:58,IP Address,75.107.194.29,100,111,True,2023-02-18 13:13:59,R_3I5BugGcxeqjRTq,,,,,30.7144,-85.5492,anonymous,EN,Yes,25 degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AF00A93737A64BE1A214C85F2E7CA131,ed4ce66c-d4be-41cd-bb8e-7639a035d889,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 13:18:50,2023-02-18 13:19:34,IP Address,98.144.211.211,100,44,True,2023-02-18 13:19:35,R_3hGrVYA2VQTuegd,,,,,42.8895,-87.9074,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F1D9035FA6EE41608AE12A552C6E0541,0cbd85fe-f3c7-4c6d-9c85-8de094945323,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 13:34:39,2023-02-18 13:44:41,IP Address,136.49.80.66,100,601,True,2023-02-18 13:44:42,R_2rAEYN6vgXvkdjL,,,,,30.2423,-97.7672,anonymous,EN,Yes,40,D 1B N,F5 N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4A814680BCDD460C9490EBA8A5AEF193,d4a5894d-145c-4ec1-8a4b-903434386562,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 13:47:07,2023-02-18 13:47:21,IP Address,64.18.10.201,100,14,True,2023-02-18 13:47:22,R_3gNQlt0xqn1SjDu,,,,,40.7157,-74,anonymous,EN,No,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCD6A8ACD90E4D4C937E26784E8BB3DF,1b4a3423-fb8f-4293-a3a9-cd295b01faff,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 14:25:15,2023-02-18 14:25:29,IP Address,24.153.41.65,100,13,True,2023-02-18 14:25:29,R_VJfTlclxEmu0YwN,,,,,38.2762,-76.6356,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02D5AB965793491CBA46DAE85E50758A,4403c4a1-aef2-4c79-b948-6d0cdd6eb0c7,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 14:38:15,2023-02-18 14:38:29,IP Address,74.83.221.228,100,14,True,2023-02-18 14:38:30,R_2SiWJ6ui8KpJbYv,,,,,39.1638,-84.4517,anonymous,EN,No,not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC8CFCB2A24D4352995BF1A7E7C84F72,fdbbd93d-8783-487f-8dec-61683249c6e2,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 14:40:48,2023-02-18 14:41:10,IP Address,174.56.8.129,100,22,True,2023-02-18 14:41:11,R_2sQMhrjxKWquX74,,,,,32.3142,-106.7976,anonymous,EN,No,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7D0517A38780423E89F46921EF75D056,9a6f4513-c864-4d03-953a-dc2206b4fe06,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 14:45:39,2023-02-18 14:46:01,IP Address,68.202.254.84,100,21,True,2023-02-18 14:46:01,R_bP1f8XbQGe0jOLL,,,,,28.1885,-81.2695,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5D84E7FEE554447E86288ADD31896E83,fb51c91b-3d41-45df-a78c-05ae540f41ee,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 15:33:33,2023-02-18 15:43:41,IP Address,70.189.47.140,100,608,True,2023-02-18 15:43:42,R_3RgU9eB1ImLWCjx,,,,,30.1597,-92.0258,anonymous,EN,Yes,40,D18,G10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77D50CD0C05048ED91536A1657D23C52,ae8d6c14-e9e2-4b50-bc93-69495e7791c1,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 15:48:33,2023-02-18 15:49:38,IP Address,69.23.88.93,100,65,True,2023-02-18 15:49:39,R_1jGNZV0JJE78JiH,,,,,44.4974,-88.0268,anonymous,EN,Yes,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA3B73A84D4B4E6986B83FE0FB445C3E,fd3a5feb-38db-4711-9814-245b009816d7,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 15:54:52,2023-02-18 15:55:05,IP Address,76.89.79.14,100,13,True,2023-02-18 15:55:05,R_3z5Y0qYir96w6id,,,,,34.1147,-117.3845,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7E1ECB3C91A04AA2AB6A72F160A19D5D,e88dbdc5-0019-4a3f-9da2-0a9670ddee05,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 15:54:42,2023-02-18 15:55:23,IP Address,73.199.19.152,100,40,True,2023-02-18 15:55:23,R_puSCZkzxh8dVHRT,,,,,39.4226,-74.4959,anonymous,EN,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7C1D18C6FCD54FB3944817F54C12EBCE,e973d1b7-c227-4df6-bd48-f4bbeeaa42df,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 16:01:31,2023-02-18 16:01:54,IP Address,71.58.104.248,100,23,True,2023-02-18 16:01:55,R_2aPtJMkr5Cmld4d,,,,,40.7957,-77.8618,anonymous,EN,No,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7C765DD3A74B4AD0A073A966BAA05F4D,44edbd51-8963-488d-8ce1-d73fa6fb82f4,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 16:03:54,2023-02-18 16:04:06,IP Address,73.237.137.81,100,12,True,2023-02-18 16:04:07,R_YaxoRWSSWjF60sV,,,,,34.024,-84.2396,anonymous,EN,No,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2A1AF460E6D24D16A1C676FF5D9395CB,57808e97-254f-43fc-aad7-fef0cbbf2ff6,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 16:09:38,2023-02-18 16:09:47,IP Address,174.229.21.76,100,9,True,2023-02-18 16:09:48,R_3GxqKRm5DiRzTOZ,,,,,33.4566,-86.9005,anonymous,EN,Yes,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFC0912271EE40568BD5383ED0456934,598f2b2a-5111-4c8a-b085-651f5f8790ef,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 16:10:05,2023-02-18 16:15:39,IP Address,174.229.21.76,100,333,True,2023-02-18 16:15:40,R_2WDtKs8Y1BVPXn4,,,,,33.4566,-86.9005,anonymous,EN,Yes,40,D18,F5,V8 (7b/7b+),V6 (6c+/7a),V11 (8a),V11 (8a),V10 (7c+),V8 (7b/7b+),V13 (8b+),V11 (8a),V10 (7c+),V9 (7c),V9 (7c),V11 (8a),V13 (8b+),V4 (6b/6b+),V9 (7c),V10 (7c+),V5 (6c),V5 (6c),V11 (8a),V8 (7b/7b+),V8 (7b/7b+),V12 (8a+),V6 (6c+/7a),V8 (7b/7b+),V11 (8a),V10 (7c+),V7 (7a+),V11 (8a),V7 (7a+),V5 (6c),V12 (8a+),EFC0912271EE40568BD5383ED0456934,598f2b2a-5111-4c8a-b085-651f5f8790ef,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 16:17:44,2023-02-18 16:17:57,IP Address,181.215.182.25,100,13,True,2023-02-18 16:17:58,R_AcE1K7jW5x5ALyV,,,,,32.7797,-96.8022,anonymous,EN,Yes,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621CE27E3DFC46B7BB7BA417398F918A,4cfe6319-5d01-4016-abbf-498b921f1629,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 16:18:26,2023-02-18 16:18:40,IP Address,98.195.224.190,100,13,True,2023-02-18 16:18:40,R_3egkXJfAJQJiQHX,,,,,29.572,-95.54,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6DC5EAF0664C46BC9BC8FF1E2B894276,ac1b083f-0d5f-462f-8c5d-34b0e47a2272,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 16:22:27,2023-02-18 16:23:12,IP Address,71.60.122.72,100,44,True,2023-02-18 16:23:12,R_RK1V6SckGwQIaVH,,,,,40.4268,-79.8935,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4F695EE6877D4BED83AEF0E7419CA09C,c3e9c20e-9d6c-4bfb-95ea-7d393f724ff1,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 16:23:14,2023-02-18 16:23:24,IP Address,74.135.15.41,100,9,True,2023-02-18 16:23:24,R_QfBCRNbY7ZsdWFP,,,,,39.9914,-83.0034,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68F7ECD96DB241E0B6B5D3FD1CCAAF07,d75a124f-e490-43ae-a81b-33e2fe0023ce,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 16:32:25,2023-02-18 16:32:38,IP Address,71.58.104.248,100,12,True,2023-02-18 16:32:38,R_RVUCspRkoW7Do8V,,,,,40.7957,-77.8618,anonymous,EN,No,hh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7C765DD3A74B4AD0A073A966BAA05F4D,44edbd51-8963-488d-8ce1-d73fa6fb82f4,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 16:45:04,2023-02-18 16:45:18,IP Address,24.17.217.60,100,14,True,2023-02-18 16:45:19,R_25t2WHsCYXSWz0Z,,,,,47.6131,-122.2053,anonymous,EN,No,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C558FDECF9D4AF8A243C69830FB174F,aea9431c-b7dc-417f-8434-2af55e4b285c,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 16:46:14,2023-02-18 16:46:25,IP Address,206.255.235.124,100,10,True,2023-02-18 16:46:25,R_3F2nFlIF9mdLev0,,,,,34.1892,-92.0495,anonymous,EN,No,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC18494D222F4228AF162B469D628DDA,eaa1da95-bd06-4245-93b1-a83515d83525,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 16:46:34,2023-02-18 16:47:00,IP Address,104.162.140.116,100,26,True,2023-02-18 16:47:00,R_2dA7nH4CyNe8QHa,,,,,40.7258,-73.862,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E4400F1D56A447E6805958D33387FE19,15fcf4a4-9de8-4326-87df-f78c3ea847a2,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 16:47:23,2023-02-18 16:49:13,IP Address,104.162.140.116,100,110,True,2023-02-18 16:49:14,R_3oMyOMoneFPHAkj,,,,,40.7258,-73.862,anonymous,EN,Yes,40,D18F,F5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E4400F1D56A447E6805958D33387FE19,15fcf4a4-9de8-4326-87df-f78c3ea847a2,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 16:49:33,2023-02-18 16:49:51,IP Address,104.162.140.116,100,17,True,2023-02-18 16:49:52,R_dbsdFLPklJAcRG1,,,,,40.7258,-73.862,anonymous,EN,Yes,40,18D,5F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E4400F1D56A447E6805958D33387FE19,15fcf4a4-9de8-4326-87df-f78c3ea847a2,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 17:17:23,2023-02-18 17:20:53,IP Address,65.29.211.153,100,209,True,2023-02-18 17:20:53,R_DVs45pus75i9WQ9,,,,,41.053,-81.4832,anonymous,EN,Yes,40,D18,F5,V13 (8b+),V11 (8a),V11 (8a),V13 (8b+),V6 (6c+/7a),V12 (8a+),V12 (8a+),V12 (8a+),V13 (8b+),V9 (7c),V11 (8a),V13 (8b+),V5 (6c),V12 (8a+),V13 (8b+),V12 (8a+),V12 (8a+),V12 (8a+),V12 (8a+),V12 (8a+),V12 (8a+),V12 (8a+),V11 (8a),V12 (8a+),V11 (8a),V13 (8b+),V12 (8a+),V11 (8a),V12 (8a+),V12 (8a+),V11 (8a),E9BD2A636A0642EDA908139AA950EDF4,8377f944-ca83-42ed-85ce-dcd3d95c0572,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
2023-02-18 17:47:48,2023-02-18 17:48:15,IP Address,172.56.28.165,100,26,True,2023-02-18 17:48:15,R_8cYOZ5tnqh7ESzv,,,,,39.9528,-75.1646,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84FC654F886742B2BE1A51AB48AE900E,f48c14c0-f2be-4688-923f-38c20f2d1131,c4f755f7-7d4d-4ef6-ae7c-ff23cf5600be
